Position,Name,Fanduel,Owned 50/50,Owned GPP,Owned Combined,DFSReport Ownership,DFSReport Projected,DFSReport+Owned,Formula 7,Formula 8,Formula 5,Formula 6,Formula 9,FFA Points,FFA Ceiling,FFA Floor,FFA Points/Ceiling Avg,FFA Points/Floor Avg,FFA Ceiling/Floor Avg,FantasyPros,FantasyLabs,Fantasy Labs Ceiling,Fantasy Labs Floor,Fantasy Labs 2,FantasyLabs3,FantasyLabs4,Fantasy Labs 5,Rotogrinders,Counting
WR,Andre Johnson,5.93,0,0,0,,,0,0.45,73.6859,29.7661,4.5459,19.8576,36.9714,50.929,21.6,43.9502,29.2857,36.2645,3.1,3.5,5.1,1.9,-2.84,0.26,-0.96,-0.25,3.61,0
WR,Keshawn Martin,5.5,0,0,0,,,0,-3.5,37.90725,15.0232,3.5326,14.7191,20.0309,36.4727,6.28,28.2518,13.1555,21.3764,,,,,,,0,0,,0
WR,Jarius Wright,4.14,0,0,0,,,0,7.85,129.88925,49.5844,7.3031,31.9469,63.4959,79.2555,37.8312,71.3757,50.6636,58.5434,2.7,3.8,5.5,2.1,-6.88,0.01,-3.02,-0.03,4.69,0
WR,Kenny Stills,5.03,0,0,0,,,0,-10.1,137.8689,59.9533,8.9732,38.9362,74.8711,89.3956,56.8,82.13335,65.8356,73.0978,5,7.7,11.1,4.3,-2.44,0.29,-8.97,-2.57,8.09,0
WR,De'Anthony Thomas,3.59,0,0,0,,,0,13.85,13.85,0.525,0.499,1.6633,,,,,,,1.4,,,,,,0,0,,0
WR,Dorial Green-Beckham,6.92,0,0,0,,,0,9.3,158.88755,59.6363,9.0619,39.6538,76.1651,97.2949,49.55,86.73,62.8576,73.4225,4.1,3.9,5.7,2.1,0.6,0.23,0.28,0.06,6.97,0
WR,Brian Quick,1.69,0,0,0,,,0,8.15,85.63795,32.3519,4.6307,20.242,40.9192,55.1375,18,48.02835,29.4596,36.5688,1.9,3.8,5.6,2,-47.6,0.01,-20.26,-0.14,3.51,0
WR,Paul Richardson,4.5,,,,,,,20.2,20.2,0,0.9,2.25,,,,,,,,,,,,,0,0,,0
WR,Andre Holmes,3.93,0,0,0,,,0,2.6,80.6516,34.2625,4.7407,20.7366,43.6167,54.1498,14.72,48.88325,29.1684,34.4349,2.2,2.9,4.3,1.5,-2.66,0.06,-0.5,-0.03,3.69,0
WR,Quinton Patton,3.81,0,0,0,,,0,0.55,151.24975,60.5743,9.0587,39.5636,76.6991,92.9393,55.062,84.8192,65.8806,74.0007,4,6.2,8.7,3.7,-3.45,0.08,-6.88,-0.55,7.85,0
WR,Tajae Sharpe,0,15,10,12.5,,,12.5,13.95,200.34905,84.7486,14.8299,51.9456,94.6815,120.4333,63.0018,107.5574,78.8417,91.7176,5.5,9.2,13,5.4,0.73,5.92,4.69,27.77,9.5,1
WR,Brandon Coleman,4.53,0,0,0,,,0,7.9,79.20095,28.3181,4.3651,19.0971,36.6575,54.0869,15.2,45.3722,25.9288,34.6435,2.2,,,,,,0,0,3.45,0
WR,Dwayne Harris,6.32,0,0,0,,,0,4.65,95.57105,36.3209,5.5061,24.0928,46.5279,60.3057,28.4806,53.4168,37.5043,44.3932,2.4,2.1,3.2,1,3.04,0.15,0.2,0.03,2.15,0
WR,Marqise Lee,4.04,0,0,0,,,0,-2.15,110.2305,44.8806,6.7279,29.4304,57.4575,69.276,40.57,63.36675,49.0138,54.923,2.7,3.1,4.6,1.6,-4.4,0.03,-1,-0.03,3.97,0
WR,Breshad Perriman,0,0,0,0,,,0,9.2,154.34975,57.7374,8.4934,37.141,73.9332,99.319,43.1141,86.6261,58.5237,71.2166,3.1,4.5,6.4,2.6,-1.37,0.14,-1.02,-0.14,3.87,0
WR,Jaron Brown,2.35,0,0,0,,,0,13.2,62.41295,19.3175,2.978,13.0288,25.2066,40.6597,7.353,32.93315,16.2798,24.0064,1.1,,,,,,0,0,2.35,0
WR,Brandon Tate,0.86,0,0,0,,,0,-0.1,27.0221,10.3881,1.673,7.3193,13.6508,21.4426,5.5,17.5467,9.5754,13.4713,0.4,,,,,,0,0,3.05,0
WR,Kenbrell Thompkins,4.17,0,0,0,,,0,0.45,63.29715,23.4221,5.1944,21.6435,31.2294,43.8355,19.4,37.53245,25.3147,31.6178,,,,,,,0,0,,0
WR,Brice Butler,6.36,0,0,0,,,0,4.65,77.35005,27.8462,4.44,19.425,36.1282,55.2437,17.9,45.68595,27.0141,36.5719,2,,,,,,0,0,1.64,0
WR,Devin Hester,0,0,0,0,,,0,9.2,35.7753,9.8099,1.7917,7.6787,12.7798,28.4936,-0.9026,20.6367,5.9386,13.7955,0.6,,,,,,0,0,,0
WR,Chris Givens,3.79,0,0,0,,,0,9.3,70.39395,26.3138,5.0392,20.9968,35.0851,45.6272,6.3905,40.35615,20.7378,26.0089,,,,,,,0,0,,0
WR,Jeremy Kerley,2.35,0,0,0,,,0,0.55,44.91175,20.2267,2.8963,12.6677,23.8356,32.9397,8.1126,28.38765,15.9741,20.5262,2.8,5.2,7.3,3.1,-0.89,0.03,-1.05,-0.03,7.5,0
WR,Kenny Bell,0,,,,,,,1.15,1.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Harry Douglas,4.89,0,0,0,,,0,0.45,52.0247,20.2303,3.3098,14.4772,25.1904,45.4002,7.3684,35.2953,16.2794,26.3843,1.5,3.1,4.5,1.7,-2,0.05,-0.47,-0.02,6.3,0
WR,Quan Bray,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Josh Huff,4.48,0,0,0,,,0,9.3,71.04525,25.1522,4.3323,18.5665,31.8362,44.5681,15.25,38.20215,23.5431,29.9091,2,2.1,3.1,1.1,-2.89,0.02,-0.21,0,,0
WR,Jared Abbrederis,2.23,,,,,,,12.05,12.05,0,0.4457,1.1143,,,,,,,,,,,,,0,0,,0
WR,Chris Conley,3.82,0,0,0,,,0,13.85,157.4537,59.6626,8.5694,37.4607,75.7668,91.1077,44.5661,83.43725,60.1665,67.8369,3.9,5.5,7.8,3.2,-3.92,0.05,-5.37,-0.24,5,0
WR,Josh Boyce,0,,,,,,,-0.9,-0.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jeremy Ross,0.68,0,0,0,,,0,0.45,20.63735,7.2299,1.6423,6.8428,9.6399,22.0277,-0.9328,15.8338,4.3536,10.5475,,,,,,,0,0,,0
WR,Griff Whalen,3.56,0,0,0,,,0,-10.1,15.86135,9.7038,2.2191,9.2464,12.9384,27.9445,-1.8986,20.44145,5.5199,13.023,,,,,,,0,0,,0
WR,Ryan Grant,4.19,0,0,0,,,0,0.6,61.56335,23.7799,4.2639,18.2741,30.8065,52.6307,7.683,41.7186,19.2448,30.1569,1.8,,,,,,0,0,,0
WR,Shane Wynn,0,,,,,,,-2.15,-2.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Mario Alford,2,,,,,,,8.15,8.15,0,0.4,1,,,,,,,,,,,,,0,0,,0
WR,Jordan Payton,0,,,,,,,-0.9,-0.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Nick Williams,3.31,0,0,0,,,0,8.65,66.6963,23.5062,3.4692,15.1777,31.1416,54.1411,-0.3317,42.64135,15.405,26.9047,0.4,,,,,,0,0,1.62,0
WR,Greg Salas,5.6,0,0,0,,,0,0.9,3.6308,2.3957,0.4172,-773.1012,1.4609,2.5398,0,2.00035,0.7305,1.2699,1.2,3.4,29.8,6.6,-10.46,88.61,-69.96,"-6,199.41",2.34,1
WR,Issac Blakeney,0,,,,,,,9.5,9.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jordan Williams-Lambert,0,,,,,,,7.9,7.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Rashad Ross,2.65,,,,,,,0.6,0.6,0,0.5292,1.3231,,,,,,,,,,,,,0,0,,0
WR,Justin Hunter,4.82,0,0,0,,,0,-10.1,42.41515,20.357,3.6851,15.7932,26.7927,51.4449,0,39.1188,13.3964,25.7225,0.7,,,,,,0,0,,0
WR,Cordarrelle Patterson,0.96,0,0,0,,,0,7.85,48.50505,15.1956,2.7558,11.8106,20.0608,33.6385,7.55,26.84965,13.8054,20.5943,0.4,,,,,,0,0,,0
WR,Jerome Simpson,2.78,,,,,,,0.55,0.55,0,0.556,1.39,,,,,,,,,,,,,0,0,,0
WR,T.J. Graham,1.47,,,,,,,9.3,9.3,0,0.2933,0.7333,,,,,,,,,,,,,0,0,,0
WR,Chris Moore,0,,,,,,,9.2,9.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Geronimo Allison,0,,,,,,,12.05,12.05,0,0,0,,,,,,,,,,,,,0,0,,0
WR,K.J. Brent,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Paul McRoberts,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jace Billingsley,0,,,,,,,0.65,0.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Andy Jones,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Ed Eagan,0,,,,,,,-0.9,-0.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Chris Hubert,0,,,,,,,13.2,13.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Isaac Fruechte,0,,,,,,,0.65,0.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Eric Weems,0.17,0,0,0,,,0,8.65,28.3379,7.2919,1.3281,5.6918,9.5725,16.6308,3.6,13.10165,6.5863,10.1154,0.3,,,,,,0,0,,0
WR,Bradley Marquez,1.53,,,,,,,8.15,8.15,0,0.306,0.765,,,,,,,,,,,,,0,0,,0
WR,Aaron Burbridge,0,,,,,,,0.55,0.55,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Ben Roberts,0,,,,,,,0.45,0.45,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Kieran Duncan,0,,,,,,,-3.75,-3.75,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Rashard Higgins,0,,,,,,,-0.9,-0.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Vince Mayle,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Chandler Worthy,0.97,,,,,,,0.45,0.45,0,0.1933,0.4833,,,,,,,,,,,,,0,0,,0
WR,Johnny Holton,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jakeem Grant,0,,,,,,,-10.1,-10.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Isaiah Burse,0,,,,,,,-4.35,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Eli Rogers,0,,,,,,,9.5,9.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Tommylee Lewis,0,,,,,,,7.9,7.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Duke Williams,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jarvis Turner,0,0,0,0,,,0,0.6,0.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Dwayne Bowe,1.11,0,0,0,,,0,-0.9,-0.9,0,0.0446,0.1857,0,0,0,0,0,0,,,,,,,0,0,,0
WR,Cayleb Jones,0,,,,,,,9.3,9.3,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jaxon Shipley,0,,,,,,,13.2,13.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Dres Anderson,0,,,,,,,0.55,0.55,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Braxton Miller,0,,,,,,,12.95,12.95,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Michael Bennett,0,0,0,0,,,0,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Tavarres King,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Freddie Martino,0,,,,,,,1.15,1.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jeremy Butler,6.47,,,,,,,1.15,1.15,0,1.295,3.2375,,,,,,,,,,,,,0,0,,0
WR,Tony Washington,0.8,,,,,,,-2.15,-2.15,0,0.16,0.4,,,,,,,,,,,,,0,0,,0
WR,Jordan Leslie,0,,,,,,,8.65,8.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Lucky Whitehead,1.11,0,0,0,,,0,4.65,39.8778,13.8743,2.4088,10.3234,18.149,22.4076,11.75,20.2783,14.9495,17.0788,0.7,,,,,,0,0,,0
WR,Tyler Murphy,2.1,,,,,,,-10.1,-10.1,0,0.42,1.05,,,,,,,,,,,,,0,0,,0
WR,Frankie Hammond Jr.,-0.4,,,,,,,13.85,13.85,0,-0.08,-0.2,,,,,,,,,,,,,0,0,,0
WR,Quinton Dunbar,0,,,,,,,0.6,0.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Matt Hazel,0,,,,,,,-0.1,-0.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Walt Powell,0,,,,,,,-0.1,-0.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Evan Spencer,0,,,,,,,1.15,1.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jamel Johnson,0,,,,,,,12.05,12.05,0,0,0,,,,,,,,,,,,,0,0,,0
WR,DeAndre Smelter,0,,,,,,,0.55,0.55,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Montario Hunter,0,,,,,,,20.2,20.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Franky Okafor,0,,,,,,,13.2,13.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Moritz Boehringer,0,,,,,,,7.85,7.85,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Valdez Showers,0,,,,,,,0.6,0.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Donte Foster,0,,,,,,,0.45,0.45,0,0,0,,,,,,,,,,,,,0,0,,0
WR,DeAndre Carter,0,0,0,0,,,0,-3.5,-3.5,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0
WR,Jake Kumerow,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Rashaun Simonise,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Joshua Stangby,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Rashawn Scott,0,,,,,,,-10.1,-10.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Reggie Bell,0,,,,,,,7.9,7.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Daniel Brown,2.35,,,,,,,9.2,9.2,0,0.47,1.175,,,,,,,,,,,,,0,0,,0
WR,Dobson Collins,0,,,,,,,9.2,9.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Herb Waters,0,,,,,,,12.05,12.05,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Donteea Dye,2.47,0,0,0,,,0,1.15,24.89395,9.1777,1.9983,8.3263,12.2369,23.0141,0,17.6255,6.1185,11.5071,,,,,,,0,0,,0
WR,Kevin Smith,1.93,,,,,,,20.2,20.2,0,0.3867,0.9667,,,,,,,,,,,,,0,0,,0
WR,Kasen Williams,1.8,,,,,,,20.2,20.2,0,0.36,0.9,,,,,,,,,,,,,0,0,,0
WR,C.J. Goodwin,0,,,,,,,8.65,8.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Tre McBride,1.43,,,,,,,0.45,0.45,0,0.2867,0.7167,,,,,,,,,,,,,0,0,,0
WR,Rasheed Bailey,0,,,,,,,-4.35,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jaydon Mickens,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jamaal Jones,0,,,,,,,-4.35,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Bernard Reedy,0,,,,,,,1.15,1.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Dominique Williams,0,,,,,,,-4.35,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Tyrell Williams,8,0,0,0,,,0,-4.35,87.3714,38.9528,5.6801,24.8454,49.7871,64.9186,18.95,57.35285,34.3686,41.9343,2.1,3.3,5.1,1.5,-6,0.03,-1.51,-0.04,5.26,0
WR,Cameron Meredith,2.5,0,0,0,,,0,-3.75,11.7466,5.7667,1.1298,4.8419,7.4889,16.0154,0,11.75215,3.7445,8.0077,0.4,,,,,,0,0,,0
WR,R.J. Harris,0,,,,,,,7.9,7.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Xavier Rush,0,,,,,,,9.3,9.3,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jarrett Boykin,0,,,,,,,-0.1,-0.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Devin Lucien,0,,,,,,,-3.5,-3.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Antwan Goodley,0,,,,,,,20.2,20.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Shaq Evans,0,,,,,,,-2.15,-2.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Leonte Carroo,0,,,,,,,-10.1,-10.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Levi Norwood,0,,,,,,,9.5,9.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Myles White,2.03,,,,,,,0.45,0.45,0,0.4067,1.0167,,,,,,,,,,,,,0,0,,0
WR,Tevin Jones,0,,,,,,,12.95,12.95,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Marvin Hall,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Daniel Braverman,0,,,,,,,-3.75,-3.75,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Marken Michel,0,,,,,,,7.85,7.85,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Brittan Golden,0.25,0,0,0,,,0,13.2,16.37495,1.1221,0.22,0.9428,1.4961,3.3577,0,2.4269,0.7481,1.6789,0,,,,,,0,0,,0
WR,Hakeem Nicks,1.48,0,0,0,,,0,7.9,13.4915,2.0057,0.5067,2.1111,2.6743,5.8344,0,4.25435,1.3372,2.9172,,,,,,,0,0,,0
WR,Devin Street,1.89,0,0,0,,,0,-3.5,25.6311,11.4546,2.0117,8.6217,15.1728,20.2566,7.66,17.7147,11.4164,13.9583,0.2,,,,,,0,0,,0
WR,Ty Montgomery,5.75,0,0,0,,,0,12.05,95.09795,31.9592,5.7749,24.7494,41.9122,56.5032,25.7683,49.2077,33.8403,41.1358,1.4,,,,,,0,0,,0
WR,Adam Thielen,2.93,0,0,0,,,0,7.85,32.5523,10.4651,1.7912,6.7923,12.4535,18.2076,6.29,15.33055,9.3718,12.2488,1.4,2.4,3.7,1.1,-3.79,16.7,-0.37,-6.19,,0
WR,Aldrick Robinson,0,0,0,0,,,0,8.65,8.65,0.4875,0.0433,0.1857,0,0,0,0,0,0,1.3,,,,,,0,0,,0
WR,Devon Cajuste,0,,,,,,,12.05,12.05,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Keith Mumphery,1.42,0,0,0,,,0,12.95,30.1877,6.4382,1.2066,5.171,8.4343,14.6068,3,11.52055,5.7172,8.8034,0.3,,,,,,0,0,,0
WR,Chris Brown,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Andre Caldwell,2.04,0,0,0,,,0,0.65,11.05375,4.3821,0.914,3.8082,5.8428,9.1219,0,7.48235,2.9214,4.561,,,,,,,0,0,,0
WR,Geremy Davis,0.77,0,0,0,,,0,4.65,33.9152,11.1779,1.9802,8.4865,14.8539,28.2626,0.56,21.55825,7.707,14.4113,0.1,,,,,,0,0,,0
WR,Deshon Foxx,0,,,,,,,20.2,20.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Quinshad Davis,0,,,,,,,0.65,0.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Cody Core,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Ed Williams,0,0,0,0,,,0,12.05,12.05,0,0,0,,,,,,,,,,,,,0,0,,0
WR,T.J. Thorpe,0,,,,,,,0.6,0.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Rod Streater,1.3,0,0,0,,,0,0.55,41.7017,17.0728,2.8234,12.0802,20.8804,27.8826,12.66,24.3815,16.7702,20.2713,1.1,4,5.8,2.2,-7.65,0.04,-3.9,-0.14,,0
WR,Richard Mullaney,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Greg Little,0,0,0,0,,,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0
WR,Bryan Walters,5.35,0,0,0,,,0,-2.15,36.22735,14.8331,2.76,11.8286,19.4274,34.6199,3.28,27.02365,11.3537,18.95,0.7,,,,,,0,0,,0
WR,Marcus Leak,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Vincent Brown,2.7,0,0,0,,,0,7.9,7.9,0,0.108,0.45,0,0,0,0,0,0,,,,,,,0,0,,0
WR,Douglas McNeil III,0,,,,,,,20.2,20.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Demarcus Ayers,0,,,,,,,9.5,9.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Demarcus Robinson,0,,,,,,,13.85,13.85,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Russell Shepard,1.47,0,0,0,,,0,1.15,7.3122,2.6612,0.4665,1.9994,3.4483,5.4278,0,4.43805,1.7242,2.7139,0.2,,,,,,0,0,,0
WR,Hunter Sharp,0,,,,,,,9.3,9.3,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Titus Davis,0,,,,,,,0.45,0.45,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Ricardo Louis,0,,,,,,,-0.9,-0.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Darius Jennings,6.23,,,,,,,-0.9,-0.9,0,1.2467,3.1167,,,,,,,,,,,,,0,0,,0
WR,Damond Powell,0,,,,,,,13.2,13.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Aaron Dobson,3.43,0,0,0,,,0,-3.5,-3.5,0,0.1373,0.5722,0,0,0,0,0,0,,,,,,,0,0,,0
WR,Roger Lewis,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Mike Thomas,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Shakim Phillips,0,,,,,,,9.5,9.5,0,0,0,,,,,,,,,,,,,0,0,,0
WR,DeAndre Reaves,0,,,,,,,-4.35,-4.35,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Kadron Boone,0,,,,,,,4.65,4.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Nathan Palmer,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Maurice Harris,0,,,,,,,0.6,0.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Brian Tyms,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Kenny Lawler,0,,,,,,,20.2,20.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,James Wright,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Kashif Moore,0,,,,,,,13.85,13.85,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Chris Harper,-0.3,,,,,,,0.55,0.55,0,-0.06,-0.15,,,,,,,,,,,,,0,0,,0
WR,Jared Dangerfield,0,,,,,,,7.9,7.9,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Josh Lenz,0,,,,,,,12.95,12.95,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Marquis Bundy,0,,,,,,,13.2,13.2,0,0,0,,,,,,,,,,,,,0,0,,0
WR,DeAndrew White,1.4,,,,,,,0.55,0.55,0,0.28,0.7,,,,,,,,,,,,,0,0,,0
WR,Max McCaffrey,0,,,,,,,2.6,2.6,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Andre Roberts,3.13,0,0,0,,,0,0.65,44.8307,16.3089,3.0795,13.1922,20.5285,47.9275,-0.6231,34.228,9.9527,23.6522,0.9,2.3,3.4,1.2,-6.29,0.07,-0.59,-0.04,,0
WR,Adam Humphries,4.14,,,,,,,1.15,1.15,0,0.8273,2.0682,,,,,,,,,,,,,0,0,,0
WR,Mekale McKay,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Charone Peake,0,,,,,,,0.45,0.45,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Alex Erickson,0,,,,,,,8.15,8.15,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Jonathan Krause,1.05,,,,,,,-4.35,-4.35,0,0.21,0.525,,,,,,,,,,,,,0,0,,0
WR,A.J. Cruz,0,,,,,,,-10.1,-10.1,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Marlon Moore,2.2,,,,,,,-0.9,-0.9,0,0.44,1.1,,,,,,,,,,,,,0,0,,0
WR,Matthew Slater,0,0,0,0,,,0,-3.5,-1.80955,0.6064,0.1352,0.5635,0.8085,1.7639,0,1.2862,0.4043,0.882,,,,,,,0,0,,0
WR,Darrius Heyward-Bey,4.9,0,0,0,,,0,9.5,84.3565,31.3679,4.5621,19.9591,40.4739,50.4069,18.3583,45.4404,29.4161,34.3826,2.7,,,,,,0,0,2.36,0
WR,Daniel Anthrop,0,,,,,,,9.65,9.65,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Kyle Williams,0,,,,,,,0.45,0.45,0,0,0,,,,,,,,,,,,,0,0,,0
WR,Marc Mariani,2.44,0,0,0,,,0,0.45,32.76545,11.8022,2.0282,8.8736,15.7363,31.8769,1.2814,23.8066,8.5089,16.5792,0,,,,,,0,0,3.92,0
